tuvaletini	yapın	derin	dikimden
yapın	derin	dikimden	sakının
derin	dikimden	sakının	fidan
dikimden	sakının	fidan	kök
sakının	fidan	kök	boğazı
fidan	kök	boğazı	cm
kök	boğazı	cm	toprak
boğazı	cm	toprak	üzerinde
cm	toprak	üzerinde	kalsın
toprak	üzerinde	kalsın	zamanla
üzerinde	kalsın	zamanla	fidan
kalsın	zamanla	fidan	oturur
zamanla	fidan	oturur	ve
fidan	oturur	ve	kök
oturur	ve	kök	boğazı
ve	kök	boğazı	toprak
kök	boğazı	toprak	cok
boğazı	toprak	cok	uzuluyorum
toprak	cok	uzuluyorum	bende
cok	uzuluyorum	bende	ekimde
uzuluyorum	bende	ekimde	kızımı
bende	ekimde	kızımı	spinal
ekimde	kızımı	spinal	anesteziyle
kızımı	spinal	anesteziyle	dünyaya
spinal	anesteziyle	dünyaya	getirdim
anesteziyle	dünyaya	getirdim	baş
dünyaya	getirdim	baş	ağrısı
getirdim	baş	ağrısı	kaşıntı
baş	ağrısı	kaşıntı	yaşamadım
ağrısı	kaşıntı	yaşamadım	ama
kaşıntı	yaşamadım	ama	bende
yaşamadım	ama	bende	tuvaletimi
ama	bende	tuvaletimi	yapamamıştım
bende	tuvaletimi	yapamamıştım	mesanem
tuvaletimi	yapamamıştım	mesanem	patlamak
yapamamıştım	mesanem	patlamak	üzereyken
mesanem	patlamak	üzereyken	sonda
patlamak	üzereyken	sonda	taktılar
üzereyken	sonda	taktılar	ertesi
sonda	taktılar	ertesi	gün
taktılar	ertesi	gün	rahatça
ertesi	gün	rahatça	yapabildim
gün	rahatça	yapabildim	şimdi
rahatça	yapabildim	şimdi	allah
yapabildim	şimdi	allah	izin
şimdi	allah	izin	verirse
allah	izin	verirse	ekimde
izin	verirse	ekimde	ikinci
verirse	ekimde	ikinci	e
ekimde	ikinci	e	pi
ikinci	e	pi	i
e	pi	i	f
pi	i	f	yaşındaki
i	f	yaşındaki	noriko
f	yaşındaki	noriko	kamimura
yaşındaki	noriko	kamimura	mağazanın
noriko	kamimura	mağazanın	berber
kamimura	mağazanın	berber	kısmında
mağazanın	berber	kısmında	burada
berber	kısmında	burada	geline
kısmında	burada	geline	atakı
burada	geline	atakı	simada
geline	atakı	simada	adını
atakı	simada	adını	verdik
simada	adını	verdik	leri
adını	verdik	leri	saç
verdik	leri	saç	tuvaleti
leri	saç	tuvaleti	yapılmaktadır
saç	tuvaleti	yapılmaktadır	tokyo
tuvaleti	yapılmaktadır	tokyo	da
yapılmaktadır	tokyo	da	kurulan
tokyo	da	kurulan	bir
da	kurulan	bir	mağaza
kurulan	bir	mağaza	bu
bir	mağaza	bu	ufak
mağaza	bu	ufak	ücret
bu	ufak	ücret	mukabilinde
ufak	ücret	mukabilinde	bütün
ücret	mukabilinde	bütün	izdiv
mukabilinde	bütün	izdiv	diyor
bütün	izdiv	diyor	ki
izdiv	diyor	ki	istanbul
diyor	ki	istanbul	artık
ki	istanbul	artık	yavaş
istanbul	artık	yavaş	yavaş
artık	yavaş	yavaş	kış
yavaş	yavaş	kış	vatandaşların
yavaş	kış	vatandaşların	vakit
kış	vatandaşların	vakit	geçirmesi
vatandaşların	vakit	geçirmesi	için
vakit	geçirmesi	için	adet
geçirmesi	için	adet	altıgen
için	adet	altıgen	kamelya
adet	altıgen	kamelya	imalatı
altıgen	kamelya	imalatı	yapıldı
kamelya	imalatı	yapıldı	adet
imalatı	yapıldı	adet	bay
yapıldı	adet	bay	adet
adet	bay	adet	bayan
bay	adet	bayan	ve
adet	bayan	ve	adet
bayan	ve	adet	engelli
ve	adet	engelli	tuvaleti
adet	engelli	tuvaleti	yapıldı
engelli	tuvaleti	yapıldı	çınar
tuvaleti	yapıldı	çınar	altı
yapıldı	çınar	altı	dinlenme
çınar	altı	dinlenme	alanına
altı	dinlenme	alanına	metre
dinlenme	alanına	metre	kare
alanına	metre	kare	granit
metre	kare	granit	küp
kare	granit	küp	taştan
granit	küp	taştan	meydan
küp	taştan	meydan	düzenlemesi
taştan	meydan	düzenlemesi	ve
meydan	düzenlemesi	ve	metre
düzenlemesi	ve	metre	uzunluğunda
ve	metre	uzunluğunda	kademeli
metre	uzunluğunda	kademeli	kaymakamlık
uzunluğunda	kademeli	kaymakamlık	lojmanı
kademeli	kaymakamlık	lojmanı	ve
kaymakamlık	lojmanı	ve	m
lojmanı	ve	m	inşaat
ve	m	inşaat	alanına
m	inşaat	alanına	sahip
inşaat	alanına	sahip	zemin
alanına	sahip	zemin	katı
sahip	zemin	katı	ve
zemin	katı	ve	normal
katı	ve	normal	katı
ve	normal	katı	bulunan
normal	katı	bulunan	betonarme
katı	bulunan	betonarme	ishakpaşa
bulunan	betonarme	ishakpaşa	camii
betonarme	ishakpaşa	camii	tuvaleti
ishakpaşa	camii	tuvaleti	yapılması
camii	tuvaleti	yapılması	işi
tuvaleti	yapılması	işi	için
yapılması	işi	için	inegöl
işi	için	inegöl	belediye
için	inegöl	belediye	başkanlığı
inegöl	belediye	başkanlığı	meclis
belediye	başkanlığı	meclis	salonu
başkanlığı	meclis	salonu	belediye
meclis	salonu	belediye	ek
salonu	belediye	ek	hizmet
belediye	ek	hizmet	binası
ek	hizmet	binası	atatürk
hizmet	binası	atatürk	bulvarı
binası	atatürk	bulvarı	no
atatürk	bulvarı	no	inegöl
bulvarı	no	inegöl	bursa
no	inegöl	bursa	sıra
inegöl	bursa	sıra	giriş
bursa	sıra	giriş	kattaki
sıra	giriş	kattaki	merdiven
giriş	kattaki	merdiven	kenarlarına
kattaki	merdiven	kenarlarına	engelli
merdiven	kenarlarına	engelli	asansörler
kenarlarına	engelli	asansörler	yerleştirildi
engelli	asansörler	yerleştirildi	adliye
asansörler	yerleştirildi	adliye	binasında
yerleştirildi	adliye	binasında	girişine
adliye	binasında	girişine	de
binasında	girişine	de	engelli
girişine	de	engelli	tuvaleti
de	engelli	tuvaleti	yaptırıldı
engelli	tuvaleti	yaptırıldı	fethiye
tuvaleti	yaptırıldı	fethiye	adliyesinde
yaptırıldı	fethiye	adliyesinde	yapılan
fethiye	adliyesinde	yapılan	düzenlemeler
adliyesinde	yapılan	düzenlemeler	başta
yapılan	düzenlemeler	başta	engelli
düzenlemeler	başta	engelli	vatandaşlar
başta	engelli	vatandaşlar	olmak
engelli	vatandaşlar	olmak	üzere
vatandaşlar	olmak	üzere	adliye
olmak	üzere	adliye	koridorlarında
üzere	adliye	koridorlarında	işi
adliye	koridorlarında	işi	olan
koridorlarında	işi	olan	büyük
işi	olan	büyük	bir
olan	büyük	bir	payı
büyük	bir	payı	vardır
bir	payı	vardır	fermuar
payı	vardır	fermuar	ya
vardır	fermuar	ya	da
fermuar	ya	da	düğme
ya	da	düğme	olmayan
da	düğme	olmayan	kıyafetler
düğme	olmayan	kıyafetler	giydirmek
olmayan	kıyafetler	giydirmek	bebeğinizin
kıyafetler	giydirmek	bebeğinizin	gerekirse
giydirmek	bebeğinizin	gerekirse	tek
bebeğinizin	gerekirse	tek	başına
gerekirse	tek	başına	lazımlığa
tek	başına	lazımlığa	tuvaletini
başına	lazımlığa	tuvaletini	yapmasını
lazımlığa	tuvaletini	yapmasını	kolaylaştıracaktır
tuvaletini	yapmasını	kolaylaştıracaktır	bunun
yapmasını	kolaylaştıracaktır	bunun	için
kolaylaştıracaktır	bunun	için	bebeklerin
bunun	için	bebeklerin	kolaylıkla
için	bebeklerin	kolaylıkla	açabilecekleri
bebeklerin	kolaylıkla	açabilecekleri	zıbın
kolaylıkla	açabilecekleri	zıbın	gibi
açabilecekleri	zıbın	gibi	giysi
zıbın	gibi	giysi	türleri
gibi	giysi	türleri	tercih
giysi	türleri	tercih	edilmelidir
türleri	tercih	edilmelidir	yapıyorum
tercih	edilmelidir	yapıyorum	burayı
edilmelidir	yapıyorum	burayı	burası
yapıyorum	burayı	burası	bize
burayı	burası	bize	yeter
burası	bize	yeter	artık
bize	yeter	artık	savaş
yeter	artık	savaş	bitene
artık	savaş	bitene	kadar
savaş	bitene	kadar	idare
bitene	kadar	idare	edeceğiz
kadar	idare	edeceğiz	eskiden
idare	edeceğiz	eskiden	samanlıktı
edeceğiz	eskiden	samanlıktı	şimdi
eskiden	samanlıktı	şimdi	banyosunu
samanlıktı	şimdi	banyosunu	tuvaletini
şimdi	banyosunu	tuvaletini	yaptık
banyosunu	tuvaletini	yaptık	çocuklarımla
tuvaletini	yaptık	çocuklarımla	içine
yaptık	çocuklarımla	içine	yerleşeceğim
çocuklarımla	içine	yerleşeceğim	süleyman
içine	yerleşeceğim	süleyman	evini
yerleşeceğim	süleyman	evini	onarmak
süleyman	evini	onarmak	için
evini	onarmak	için	çevreden
onarmak	için	çevreden	bulduğu
için	çevreden	bulduğu	toprak
çevreden	bulduğu	toprak	ve
bulduğu	toprak	ve	taşları
toprak	ve	taşları	kullanıyor
ve	taşları	kullanıyor	evi
taşları	kullanıyor	evi	eğitimi
kullanıyor	evi	eğitimi	amacı
evi	eğitimi	amacı	ile
eğitimi	amacı	ile	köpek
amacı	ile	köpek	çiş
ile	köpek	çiş	pedi
köpek	çiş	pedi	kullanılmaktadır
çiş	pedi	kullanılmaktadır	bazı
pedi	kullanılmaktadır	bazı	aileler
kullanılmaktadır	bazı	aileler	küçük
bazı	aileler	küçük	ırk
aileler	küçük	ırk	yetişkin
küçük	ırk	yetişkin	köpekleri
ırk	yetişkin	köpekleri	bir
yetişkin	köpekleri	bir	ömür
köpekleri	bir	ömür	boyu
bir	ömür	boyu	pede
ömür	boyu	pede	tuvaletini
boyu	pede	tuvaletini	yaptırmaktadır
pede	tuvaletini	yaptırmaktadır	sızdırmaz
tuvaletini	yaptırmaktadır	sızdırmaz	ve
yaptırmaktadır	sızdırmaz	ve	emici
sızdırmaz	ve	emici	özellikteki
ve	emici	özellikteki	çiş
emici	özellikteki	çiş	pedleri
özellikteki	çiş	pedleri	evin
çiş	pedleri	evin	uygun
pedleri	evin	uygun	bir
evin	uygun	bir	köşesine
uygun	bir	köşesine	yerleştirildiğinde
bir	köşesine	yerleştirildiğinde	ve
köşesine	yerleştirildiğinde	ve	üzerine
yerleştirildiğinde	ve	üzerine	damlatılan
ve	üzerine	damlatılan	çiş
üzerine	damlatılan	çiş	beklendiği
damlatılan	çiş	beklendiği	belirtildi
çiş	beklendiği	belirtildi	sokak
beklendiği	belirtildi	sokak	hayvanlarini
belirtildi	sokak	hayvanlarini	unutmayalim
sokak	hayvanlarini	unutmayalim	kentin
hayvanlarini	unutmayalim	kentin	önemli
unutmayalim	kentin	önemli	sorunlarından
kentin	önemli	sorunlarından	biri
önemli	sorunlarından	biri	olan
sorunlarından	biri	olan	çocuk
biri	olan	çocuk	parklarına
olan	çocuk	parklarına	tuvaleti
çocuk	parklarına	tuvaleti	yaptırılan
parklarına	tuvaleti	yaptırılan	hayvanlar
tuvaleti	yaptırılan	hayvanlar	konusunda
yaptırılan	hayvanlar	konusunda	da
hayvanlar	konusunda	da	çağrısını
konusunda	da	çağrısını	yineleyen
da	çağrısını	yineleyen	çevre
çağrısını	yineleyen	çevre	sağlığı
yineleyen	çevre	sağlığı	çalışma
çevre	sağlığı	çalışma	grubu
sağlığı	çalışma	grubu	üyeleri
çalışma	grubu	üyeleri	hayvan
grubu	üyeleri	hayvan	sahiplerinden
üyeleri	hayvan	sahiplerinden	dışkıları
hayvan	sahiplerinden	dışkıları	ismail
sahiplerinden	dışkıları	ismail	abi
dışkıları	ismail	abi	den
ismail	abi	den	de
abi	den	de	çok
den	de	çok	şey
de	çok	şey	öğrendim
çok	şey	öğrendim	musiki
şey	öğrendim	musiki	üzerine
öğrendim	musiki	üzerine	uzmandı
musiki	üzerine	uzmandı	ibrahim
üzerine	uzmandı	ibrahim	abi
uzmandı	ibrahim	abi	ne
ibrahim	abi	ne	kadar
abi	ne	kadar	cömertse
ne	kadar	cömertse	ismail
kadar	cömertse	ismail	abi
cömertse	ismail	abi	de
ismail	abi	de	o
abi	de	o	kadar
de	o	kadar	eli
o	kadar	eli	sıkıydı
kadar	eli	sıkıydı	yere
eli	sıkıydı	yere	düşersen
sıkıydı	yere	düşersen	bir
yere	düşersen	bir	avuç
düşersen	bir	avuç	toprak
bir	avuç	toprak	almadan
avuç	toprak	almadan	kalkma
toprak	almadan	kalkma	derdi
almadan	kalkma	derdi	canını
kalkma	derdi	canını	al
derdi	canını	al	parasını
canını	al	parasını	alma
al	parasını	alma	o
parasını	alma	o	kadar
alma	o	kadar	diyeyim
o	kadar	diyeyim	ama
kadar	diyeyim	ama	cuma
diyeyim	ama	cuma	günleri
ama	cuma	günleri	çok
cuma	günleri	çok	çalışırdı
günleri	çok	çalışırdı	annem
çok	çalışırdı	annem	koca
çalışırdı	annem	koca	evin
annem	koca	evin	temizliği
koca	evin	temizliği	yemeği
evin	temizliği	yemeği	bizim
temizliği	yemeği	bizim	bakımımız
yemeği	bizim	bakımımız	onun
bizim	bakımımız	onun	üstündeydi
bakımımız	onun	üstündeydi	babamın
onun	üstündeydi	babamın	kazancını
üstündeydi	babamın	kazancını	bilmem
babamın	kazancını	bilmem	ama
kazancını	bilmem	ama	eli
bilmem	ama	eli	sıkıydı
ama	eli	sıkıydı	iyice
eli	sıkıydı	iyice	evimizdeki
sıkıydı	iyice	evimizdeki	tek
iyice	evimizdeki	tek	kitap
evimizdeki	tek	kitap	parça
tek	kitap	parça	parça
kitap	parça	parça	açılıp
parça	parça	açılıp	uzayan
parça	açılıp	uzayan	bir
açılıp	uzayan	bir	uçak
uzayan	bir	uçak	resimleri
bir	uçak	resimleri	kitabıydı
uçak	resimleri	kitabıydı	etrafımız
resimleri	kitabıydı	etrafımız	arsa
kitabıydı	etrafımız	arsa	doluydu
etrafımız	arsa	doluydu	olurdu
arsa	doluydu	olurdu	boşuna
doluydu	olurdu	boşuna	atıp
olurdu	boşuna	atıp	duruyoruz
boşuna	atıp	duruyoruz	işte
atıp	duruyoruz	işte	derdi
duruyoruz	işte	derdi	babam
işte	derdi	babam	ne
derdi	babam	ne	düşman
babam	ne	düşman	var
ne	düşman	var	tepelerde
düşman	var	tepelerde	ne
var	tepelerde	ne	in
tepelerde	ne	in	ne
ne	in	ne	cin
in	ne	cin	milletin
ne	cin	milletin	parasına
cin	milletin	parasına	yazık
milletin	parasına	yazık	eli
parasına	yazık	eli	sıkıydı
yazık	eli	sıkıydı	evet
eli	sıkıydı	evet	ama
sıkıydı	evet	ama	cüzdanı
evet	ama	cüzdanı	da
ama	cüzdanı	da	fazla
cüzdanı	da	fazla	kabarık
da	fazla	kabarık	sayılmazdı
fazla	kabarık	sayılmazdı	hem
kabarık	sayılmazdı	hem	şakanın
sayılmazdı	hem	şakanın	sırası
hem	şakanın	sırası	değildi
şakanın	sırası	değildi	daha
sırası	değildi	daha	yeni
değildi	daha	yeni	cenaze
daha	yeni	cenaze	kalkmıştı
yeni	cenaze	kalkmıştı	evden
cenaze	kalkmıştı	evden	annemin
kalkmıştı	evden	annemin	görünüyordu
evden	annemin	görünüyordu	daha
annemin	görünüyordu	daha	önce
görünüyordu	daha	önce	paris
daha	önce	paris	teki
önce	paris	teki	berbat
paris	teki	berbat	restoran
teki	berbat	restoran	zincirlerinden
berbat	restoran	zincirlerinden	birinde
restoran	zincirlerinden	birinde	adı
zincirlerinden	birinde	adı	hippopotamus
birinde	adı	hippopotamus	mu
adı	hippopotamus	mu	neydi
hippopotamus	mu	neydi	michel
mu	neydi	michel	in
neydi	michel	in	eli
michel	in	eli	sıkıydı
in	eli	sıkıydı	yemekle
eli	sıkıydı	yemekle	de
sıkıydı	yemekle	de	arası
yemekle	de	arası	yoktu
de	arası	yoktu	bir
arası	yoktu	bir	akşam
yoktu	bir	akşam	yemeğinde
bir	akşam	yemeğinde	karşılaştığım
akşam	yemeğinde	karşılaştığım	kardeşi
yemeğinde	karşılaştığım	kardeşi	roger
karşılaştığım	kardeşi	roger	la
kardeşi	roger	la	temas
roger	la	temas	kurmaya
la	temas	kurmaya	çalıştım
temas	kurmaya	çalıştım	strasbourg
kurmaya	çalıştım	strasbourg	tutumlu
çalıştım	strasbourg	tutumlu	davranışlarıyla
strasbourg	tutumlu	davranışlarıyla	gizli
tutumlu	davranışlarıyla	gizli	tarihte
davranışlarıyla	gizli	tarihte	yer
gizli	tarihte	yer	alırlardı
tarihte	yer	alırlardı	şu
yer	alırlardı	şu	andaki
alırlardı	şu	andaki	büyük
şu	andaki	büyük	toton
andaki	büyük	toton	para
büyük	toton	para	şövalye
toton	para	şövalye	si
para	şövalye	si	nin
şövalye	si	nin	de
si	nin	de	selefleri
nin	de	selefleri	gibi
de	selefleri	gibi	eli
selefleri	gibi	eli	sıkıydı
gibi	eli	sıkıydı	ama
eli	sıkıydı	ama	bu
sıkıydı	ama	bu	kez
ama	bu	kez	kendisinden
bu	kez	kendisinden	hiç
kez	kendisinden	hiç	beklenmeyen
kendisinden	hiç	beklenmeyen	bir
hiç	beklenmeyen	bir	hovardalık
beklenmeyen	bir	hovardalık	yaptı
bir	hovardalık	yaptı	madem
hovardalık	yaptı	madem	türk
yaptı	madem	türk	gazeteci
madem	türk	gazeteci	için
türk	gazeteci	için	iş
gazeteci	için	iş	sıradan
için	iş	sıradan	bir
iş	sıradan	bir	röportaj
sıradan	bir	röportaj	ama
bir	röportaj	ama	paul
röportaj	ama	paul	auster
ama	paul	auster	kabul
paul	auster	kabul	etmemiş
auster	kabul	etmemiş	ailesinin
kabul	etmemiş	ailesinin	durumu
etmemiş	ailesinin	durumu	ailesinin
ailesinin	durumu	ailesinin	durumu
durumu	ailesinin	durumu	iyiymiş
ailesinin	durumu	iyiymiş	aslında
durumu	iyiymiş	aslında	paul
iyiymiş	aslında	paul	auster
aslında	paul	auster	ın
paul	auster	ın	fakat
auster	ın	fakat	babasının
ın	fakat	babasının	eli
fakat	babasının	eli	sıkıymış
babasının	eli	sıkıymış	annesi
eli	sıkıymış	annesi	ise
sıkıymış	annesi	ise	harcama
annesi	ise	harcama	yapmaktan
ise	harcama	yapmaktan	çekinmezmiş
harcama	yapmaktan	çekinmezmiş	aslında
yapmaktan	çekinmezmiş	aslında	annesi
çekinmezmiş	aslında	annesi	har
aslında	annesi	har	vurup
annesi	har	vurup	harman
har	vurup	harman	savuran
vurup	harman	savuran	biri
harman	savuran	biri	değilmiş
savuran	biri	değilmiş	ama
biri	değilmiş	ama	babasının
değilmiş	ama	babasının	bir
ama	babasının	bir	tokalaşma
babasının	bir	tokalaşma	fotoğrafı
bir	tokalaşma	fotoğrafı	daha
tokalaşma	fotoğrafı	daha	isteyince
fotoğrafı	daha	isteyince	kılıçdaroğlu
daha	isteyince	kılıçdaroğlu	ihsanoğlu
isteyince	kılıçdaroğlu	ihsanoğlu	nun
kılıçdaroğlu	ihsanoğlu	nun	elini
ihsanoğlu	nun	elini	sıktı
nun	elini	sıktı	ve
elini	sıktı	ve	sayın
sıktı	ve	sayın	cumhurbaşkanı
ve	sayın	cumhurbaşkanı	adayının
sayın	cumhurbaşkanı	adayının	eli
cumhurbaşkanı	adayının	eli	sıkıymış
adayının	eli	sıkıymış	diye
eli	sıkıymış	diye	espri
sıkıymış	diye	espri	yaptı
diye	espri	yaptı	arkanızdayız
espri	yaptı	arkanızdayız	mesajı
yaptı	arkanızdayız	mesajı	chp
arkanızdayız	mesajı	chp	lideri
mesajı	chp	lideri	daha
chp	lideri	daha	sonra
lideri	daha	sonra	ekmeleddin
daha	sonra	ekmeleddin	ihsanoğlu
sonra	ekmeleddin	ihsanoğlu	nu
ekmeleddin	ihsanoğlu	nu	chp
ihsanoğlu	nu	chp	genel
nu	chp	genel	merkezi
chp	genel	merkezi	nin
genel	merkezi	nin	ki
merkezi	nin	ki	sabah
nin	ki	sabah	namazından
ki	sabah	namazından	sonra
sabah	namazından	sonra	arkadaşlarıma
namazından	sonra	arkadaşlarıma	maide
sonra	arkadaşlarıma	maide	suresinden
arkadaşlarıma	maide	suresinden	bir
maide	suresinden	bir	ayet
suresinden	bir	ayet	okudum
bir	ayet	okudum	ayette
ayet	okudum	ayette	yahudiler
okudum	ayette	yahudiler	dedi
ayette	yahudiler	dedi	ki
yahudiler	dedi	ki	allah
dedi	ki	allah	ın
ki	allah	ın	eli
allah	ın	eli	sıkıdır
ın	eli	sıkıdır	allah
eli	sıkıdır	allah	dedi
sıkıdır	allah	dedi	ki
allah	dedi	ki	sizin
dedi	ki	sizin	eliniz
ki	sizin	eliniz	kurusun
sizin	eliniz	kurusun	hocam
eliniz	kurusun	hocam	burayı
kurusun	hocam	burayı	okudum
hocam	burayı	okudum	ama
burayı	okudum	ama	ne
okudum	ama	ne	ben
ama	ne	ben	anladım
ne	ben	anladım	ne
ben	anladım	ne	arkadaşlar
anladım	ne	arkadaşlar	anladı
ne	arkadaşlar	anladı	öyle
arkadaşlar	anladı	öyle	sustuk
anladı	öyle	sustuk	kaldık
öyle	sustuk	kaldık	kalan
sustuk	kaldık	kalan	mağdur
kaldık	kalan	mağdur	ev
kalan	mağdur	ev	yaşamından
mağdur	ev	yaşamından	hoşlanır
ev	yaşamından	hoşlanır	ailesi
yaşamından	hoşlanır	ailesi	ile
hoşlanır	ailesi	ile	yakın
ailesi	ile	yakın	ilişki
ile	yakın	ilişki	içindedir
yakın	ilişki	içindedir	çekingen
ilişki	içindedir	çekingen	içedönük
içindedir	çekingen	içedönük	endişeli
çekingen	içedönük	endişeli	pasif
içedönük	endişeli	pasif	eli
endişeli	pasif	eli	sıkıdır
pasif	eli	sıkıdır	başkalarına
eli	sıkıdır	başkalarına	az
sıkıdır	başkalarına	az	ilgi
başkalarına	az	ilgi	gösterir
az	ilgi	gösterir	ve
ilgi	gösterir	ve	iletişim
gösterir	ve	iletişim	becerileri
ve	iletişim	becerileri	zayıftır
iletişim	becerileri	zayıftır	sosyal
becerileri	zayıftır	sosyal	olarak
zayıftır	sosyal	olarak	duyarsızdır
sosyal	olarak	duyarsızdır	sosyal
olarak	duyarsızdır	sosyal	becerileri
duyarsızdır	sosyal	becerileri	bir
sosyal	becerileri	bir	tabiata
becerileri	bir	tabiata	sahiptir
bir	tabiata	sahiptir	kendisine
tabiata	sahiptir	kendisine	kötülük
sahiptir	kendisine	kötülük	hoşnutsuzluk
kendisine	kötülük	hoşnutsuzluk	dokununca
kötülük	hoşnutsuzluk	dokununca	basar
hoşnutsuzluk	dokununca	basar	bağırır
dokununca	basar	bağırır	ona
basar	bağırır	ona	bir
bağırır	ona	bir	hayır
ona	bir	hayır	dokunduğunda
bir	hayır	dokunduğunda	da
hayır	dokunduğunda	da	eli
dokunduğunda	da	eli	sıkıdır
da	eli	sıkıdır	allah
eli	sıkıdır	allah	katında
sıkıdır	allah	katında	olan
allah	katında	olan	şeyler
katında	olan	şeyler	iyiler
olan	şeyler	iyiler	için
şeyler	iyiler	için	daha
iyiler	için	daha	hayırlıdır
için	daha	hayırlıdır	size
daha	hayırlıdır	size	gelince
hayırlıdır	size	gelince	ey
size	gelince	ey	müminler
gelince	ey	müminler	sevdiğiniz
ey	müminler	sevdiğiniz	şeylerden
müminler	sevdiğiniz	şeylerden	infak
sevdiğiniz	şeylerden	infak	harun
şeylerden	infak	harun	ve
infak	harun	ve	cemal
harun	ve	cemal	zıt
ve	cemal	zıt	karakterde
cemal	zıt	karakterde	iki
zıt	karakterde	iki	kardeştir
karakterde	iki	kardeştir	harun
iki	kardeştir	harun	ne
kardeştir	harun	ne	kadar
harun	ne	kadar	cömert
ne	kadar	cömert	ve
kadar	cömert	ve	eli
cömert	ve	eli	açıksa
ve	eli	açıksa	balıkçı
eli	açıksa	balıkçı	cemal
açıksa	balıkçı	cemal	de
balıkçı	cemal	de	o
cemal	de	o	kadar
de	o	kadar	cimri
o	kadar	cimri	ve
kadar	cimri	ve	eli
cimri	ve	eli	sıkıdır
ve	eli	sıkıdır	pintiliğinden
eli	sıkıdır	pintiliğinden	doktor
sıkıdır	pintiliğinden	doktor	olacak
pintiliğinden	doktor	olacak	oğlu
doktor	olacak	oğlu	ali
olacak	oğlu	ali	yi
oğlu	ali	yi	üniversiteye
ali	yi	üniversiteye	göndermez
yi	üniversiteye	göndermez	ali
üniversiteye	göndermez	ali	kıt
göndermez	ali	kıt	kanaat
ali	kıt	kanaat	geçinen
kıt	kanaat	geçinen	amcası
kanaat	geçinen	amcası	harun
geçinen	amcası	harun	ve
amcası	harun	ve	yengesi
harun	ve	yengesi	bin
ve	yengesi	bin	olan
